name,brand,picture,min_price,max_price,dong_url,jia_url,dong_score,jia_score,size,type,engine,gearbox
昂科拉,别克,,12.59,15.59,,https://www.autohome.com.cn/2896/#pvareaid=6834146,,4.64,小型SUV,SUV,1.0T 1.3T,手自一体 无级
微蓝7,别克,,19.78,21.78,,https://www.autohome.com.cn/5584/#pvareaid=6834146,,4.64,小型SUV,,177马力,
昂科拉GX,别克,,15.59,18.59,,https://www.autohome.com.cn/5200/#pvareaid=6834146,,4.56,紧凑型SUV,SUV,1.3T,手自一体 无级
昂科威,别克,,18.99,23.99,,https://www.autohome.com.cn/3554/#pvareaid=6834146,,4.56,中型SUV,SUV,1.5T 2.0T,干式双离合 手自一体
昂科威Plus,别克,,22.99,30.99,,https://www.autohome.com.cn/6101/#pvareaid=6834146,,4.52,中型SUV,SUV,2.0T,手自一体
昂科威S,别克,,21.99,27.99,,https://www.autohome.com.cn/5695/#pvareaid=6834146,,4.52,中型SUV,SUV,2.0T,手自一体
昂科旗,别克,,27.99,37.99,,https://www.autohome.com.cn/5395/#pvareaid=6834146,,4.55,中大型SUV,SUV,2.0T,自动
别克GL6,别克,,14.99,16.99,,https://www.autohome.com.cn/4487/#pvareaid=6834146,,4.69,紧凑型MPV,MPV,1.3T,手自一体
别克GL8,别克,,23.29,52.99,,https://www.autohome.com.cn/166/#pvareaid=6834146,,4.58,中大型MPV,MPV,2.0T,手自一体
飞驰,宾利,,251.80,306.60,,https://www.autohome.com.cn/3014/#pvareaid=6834146,,,大型车,三厢,4.0T 6.0T,湿式双离合
添越,宾利,,249.90,249.90,,https://www.autohome.com.cn/2685/#pvareaid=6834146,,,中大型SUV,SUV,4.0T,手自一体
添越PHEV,宾利,,238.50,238.50,,https://www.autohome.com.cn/4714/#pvareaid=6834146,,,中大型SUV,,3.0T,
欧陆,宾利,,275.10,354.60,,https://www.autohome.com.cn/305/#pvareaid=6834146,,,跑车,软顶敞篷车 硬顶跑车,4.0T 6.0T,湿式双离合
奔奔E-Star,长安,,2.98,7.48,,https://www.autohome.com.cn/5619/#pvareaid=6834146,,4.49,微型车,,41-75马力,
悦翔,长安,,5.19,6.79,,https://www.autohome.com.cn/705/#pvareaid=6834146,,4.51,小型车,三厢,1.4L 1.5L,湿式双离合 手动
逸动,长安,,7.29,10.39,,https://www.autohome.com.cn/2429/#pvareaid=6834146,,4.56,紧凑型车,三厢,1.4T 1.6L,湿式双离合 手动 无级
逸动DT,长安,,5.49,8.09,,https://www.autohome.com.cn/4588/#pvareaid=6834146,,4.48,紧凑型车,三厢,1.6L,手动 手自一体
逸动XT,长安,,7.99,11.19,,https://www.autohome.com.cn/4913/#pvareaid=6834146,,,紧凑型车,两厢,1.6L,手动 手自一体
逸动新能源,长安,,12.99,13.99,,https://www.autohome.com.cn/4343/#pvareaid=6834146,,4.50,紧凑型车,,136马力,
锐程CC,长安,,9.49,12.89,,https://www.autohome.com.cn/5461/#pvareaid=6834146,,4.49,中型车,三厢,1.5T,湿式双离合 手动 手自一体
长安CS15,长安,,6.19,7.69,,https://www.autohome.com.cn/3924/#pvareaid=6834146,,,小型SUV,SUV,1.5L,湿式双离合 手动
长安CS15EV,长安,,8.98,9.88,,https://www.autohome.com.cn/4445/#pvareaid=6834146,,4.38,小型SUV,,75马力,
长安CS35PLUS,长安,,6.99,10.99,,https://www.autohome.com.cn/4976/#pvareaid=6834146,,4.59,小型SUV,SUV,1.4T 1.6L,无级 湿式双离合 手动
长安新能源E-Pro,长安,,10.69,12.69,,https://www.autohome.com.cn/5528/#pvareaid=6834146,,4.52,小型SUV,,163马力,
长安CS55,长安,,8.49,13.39,,https://www.autohome.com.cn/4269/#pvareaid=6834146,,4.54,紧凑型SUV,SUV,1.5T,手动 手自一体
长安CS55PLUS,长安,,9.29,11.39,,https://www.autohome.com.cn/5498/#pvareaid=6834146,,4.50,紧凑型SUV,SUV,1.5T,手动 湿式双离合
长安CS55纯电版,长安,,15.99,20.09,,https://www.autohome.com.cn/5397/#pvareaid=6834146,,4.36,紧凑型SUV,,218马力,
长安CS75,长安,,10.39,12.19,,https://www.autohome.com.cn/3204/#pvareaid=6834146,,4.33,紧凑型SUV,SUV,1.5T,湿式双离合 手动
长安CS75 PLUS,长安,,10.69,15.49,,https://www.autohome.com.cn/5179/#pvareaid=6834146,,4.57,紧凑型SUV,SUV,1.5T 2.0T,手动 手自一体
长安UNI-T,长安,,11.59,13.89,,https://www.autohome.com.cn/5565/#pvareaid=6834146,,4.53,紧凑型SUV,SUV,1.5T,湿式双离合
长安CS85 COUPE,长安,,11.99,16.49,,https://www.autohome.com.cn/4885/#pvareaid=6834146,,4.47,中型SUV,SUV跨界车,1.5T 2.0T,湿式双离合 手自一体
长安UNI-K,长安,,15.39,18.49,,https://www.autohome.com.cn/5927/#pvareaid=6834146,,4.50,中型SUV,SUV,2.0T,手自一体
长安CS95,长安,,17.59,21.39,,https://www.autohome.com.cn/3121/#pvareaid=6834146,,,中大型SUV,SUV,2.0T,手自一体
尼欧Ⅱ,长安欧尚,,3.99,4.29,,https://www.autohome.com.cn/5002/#pvareaid=6834146,,,微型车,,41马力,
长安欧尚科赛5,长安欧尚,,5.39,6.59,,https://www.autohome.com.cn/5367/#pvareaid=6834146,,,小型SUV,SUV,1.6L,手动 无级
长安欧尚X5,长安欧尚,,6.99,10.29,,https://www.autohome.com.cn/5748/#pvareaid=6834146,,4.54,紧凑型SUV,SUV,1.5T 1.6L,手动 无级 湿式双离合
长安欧尚X7,长安欧尚,,7.77,12.99,,https://www.autohome.com.cn/5219/#pvareaid=6834146,,4.50,紧凑型SUV,SUV,1.5T,湿式双离合 手动
长安欧尚X7 EV,长安欧尚,,15.99,17.99,,https://www.autohome.com.cn/5439/#pvareaid=6834146,,,紧凑型SUV,,204马力,
长安欧尚X70A,长安欧尚,,5.25,6.95,,https://www.autohome.com.cn/4517/#pvareaid=6834146,,,紧凑型SUV,SUV,1.5L,手动
长安欧尚科赛Pro,长安欧尚,,8.59,15.29,,https://www.autohome.com.cn/5886/#pvareaid=6834146,,4.31,中型SUV,SUV,1.5T 2.0T,手动 手自一体
长安欧尚A600,长安欧尚,,5.29,5.29,,https://www.autohome.com.cn/3783/#pvareaid=6834146,,,紧凑型MPV,MPV,1.5L,手动
长安欧尚A600EV,长安欧尚,,14.48,14.98,,https://www.autohome.com.cn/4698/#pvareaid=6834146,,,紧凑型MPV,,122马力,
长安欧尚A800,长安欧尚,,6.59,7.89,,https://www.autohome.com.cn/4376/#pvareaid=6834146,,,紧凑型MPV,MPV,1.6L,手动
欧尚长行,长安欧尚,,5.99,6.49,,https://www.autohome.com.cn/4978/#pvareaid=6834146,,4.21,紧凑型MPV,MPV,1.5L,手动
长安欧尚科尚,长安欧尚,,9.98,16.08,,https://www.autohome.com.cn/4886/#pvareaid=6834146,,4.62,中型MPV,MPV,1.5T 1.6L,湿式双离合 手动
长安欧尚科尚EV,长安欧尚,,16.68,16.68,,https://www.autohome.com.cn/5739/#pvareaid=6834146,,,中型MPV,,122马力,
长安睿行ES30,长安轻型车,,6.68,6.98,,https://www.autohome.com.cn/5343/#pvareaid=6834146,,,微型车,,61马力,
长安睿行S50,长安轻型车,,5.59,5.79,,https://www.autohome.com.cn/4132/#pvareaid=6834146,,3.88,紧凑型MPV,MPV,1.5L,手动
长安睿行S50T,长安轻型车,,6.59,6.59,,https://www.autohome.com.cn/4292/#pvareaid=6834146,,,紧凑型MPV,MPV,1.5L,手动
长安睿行EM60,长安轻型车,,13.58,13.58,,https://www.autohome.com.cn/5477/#pvareaid=6834146,,,微面,,82-95马力,
长安睿行M60,长安轻型车,,5.59,6.52,,https://www.autohome.com.cn/5218/#pvareaid=6834146,,4.55,微面,客车 货车,1.5L 1.6L,手动
长安之星5,长安轻型车,,3.39,4.09,,https://www.autohome.com.cn/5552/#pvareaid=6834146,,,微面,客车 货车,1.4L,手动
长安之星9,长安轻型车,,5.18,5.48,,https://www.autohome.com.cn/3685/#pvareaid=6834146,,4.57,微面,客车 货车,1.5L,手动
长安之星9新能源,长安轻型车,,13.18,13.98,,https://www.autohome.com.cn/4917/#pvareaid=6834146,,,微面,,75-82马力,
欧诺S,长安轻型车,,4.29,5.19,,https://www.autohome.com.cn/2566/#pvareaid=6834146,,4.33,微面,客车 货车,1.5L,手动
长安神骐T10,长安轻型车,,4.39,5.64,,https://www.autohome.com.cn/5074/#pvareaid=6834146,,,微卡,货车,1.5L,手动
长安神骐T10新能源,长安轻型车,,12.58,12.68,,https://www.autohome.com.cn/5483/#pvareaid=6834146,,,微卡,,75马力,
长安神骐T20,长安轻型车,,3.99,6.38,,https://www.autohome.com.cn/2923/#pvareaid=6834146,,4.46,微卡,货车,1.5L 1.6L,手动
长安星卡,长安轻型车,,4.09,5.34,,https://www.autohome.com.cn/3155/#pvareaid=6834146,,4.55,微卡,货车,1.5L,手动
长安星卡C系,长安轻型车,,3.49,4.53,,https://www.autohome.com.cn/5418/#pvareaid=6834146,,,微卡,货车,1.4L,手动
长安星卡L系,长安轻型车,,4.46,5.74,,https://www.autohome.com.cn/5419/#pvareaid=6834146,,,微卡,货车,1.5L 1.6L,手动
长安星卡新能源,长安轻型车,,11.98,12.28,,https://www.autohome.com.cn/4918/#pvareaid=6834146,,,微卡,,75马力,
长安睿行EM80,长安轻型车,,13.58,13.98,,https://www.autohome.com.cn/4892/#pvareaid=6834146,,,轻客,,82-109马力,
长安睿行M70,长安轻型车,,6.84,7.04,,https://www.autohome.com.cn/4372/#pvareaid=6834146,,4.25,轻客,客车,1.5L,手动
长安睿行M80,长安轻型车,,6.22,7.71,,https://www.autohome.com.cn/3227/#pvareaid=6834146,,4.54,轻客,客车 货车,1.5L 1.6L,手动
长安睿行M90,长安轻型车,,7.35,7.99,,https://www.autohome.com.cn/4011/#pvareaid=6834146,,4.88,轻客,客车 货车,2.0L,手动
长安凯程F70,长安轻型车,,9.48,17.88,,https://www.autohome.com.cn/5066/#pvareaid=6834146,,4.52,皮卡,皮卡,2.4T 2.5T,自动 手动
长安神骐F30,长安轻型车,,4.99,6.38,,https://www.autohome.com.cn/4012/#pvareaid=6834146,,3.97,皮卡,皮卡,1.5L,手动
风骏5,长城,,7.58,9.98,,https://www.autohome.com.cn/2462/#pvareaid=6834146,,3.25,皮卡,皮卡,2.0T 2.4L,手动
风骏7,长城,,8.68,12.28,,https://www.autohome.com.cn/4889/#pvareaid=6834146,,,皮卡,皮卡,2.0T,手动
炮,长城,,9.78,20.78,,https://www.autohome.com.cn/5202/#pvareaid=6834146,,4.48,皮卡,皮卡,2.0T,手动 自动
炮新能源,长城,,25.18,26.78,,https://www.autohome.com.cn/5241/#pvareaid=6834146,,,皮卡,,204马力,
成功BEV6,成功汽车,,11.98,11.98,,https://www.autohome.com.cn/5181/#pvareaid=6834146,,,微面,,82马力,
成功V2,成功汽车,,3.90,4.20,,https://www.autohome.com.cn/3505/#pvareaid=6834146,,,微面,客车 货车,1.3L,手动
成功V2E,成功汽车,,6.50,7.80,,https://www.autohome.com.cn/4533/#pvareaid=6834146,,,微面,,61马力,
成功K1,成功汽车,,3.62,4.38,,https://www.autohome.com.cn/3506/#pvareaid=6834146,,,微卡,货车,1.2L 1.3L,手动
成功K2,成功汽车,,3.90,4.58,,https://www.autohome.com.cn/3507/#pvareaid=6834146,,,微卡,货车,1.2L 1.3L,手动
成功K3,成功汽车,,4.18,4.73,,https://www.autohome.com.cn/5782/#pvareaid=6834146,,,微卡,货车,1.5L,手动
成功K32,成功汽车,,4.38,4.68,,https://www.autohome.com.cn/6084/#pvareaid=6834146,,,微卡,货车,1.5L,手动
成功K4,成功汽车,,4.38,4.93,,https://www.autohome.com.cn/5783/#pvareaid=6834146,,,微卡,货车,1.5L,手动
DS 9,DS,,24.99,33.99,,https://www.autohome.com.cn/5092/#pvareaid=6834146,,4.88,中型车,三厢,1.6T,手自一体
DS 9新能源,DS,,32.99,39.99,,https://www.autohome.com.cn/5438/#pvareaid=6834146,,,中型车,,1.6T,
DS 7,DS,,22.99,31.99,,https://www.autohome.com.cn/4610/#pvareaid=6834146,,4.53,紧凑型SUV,SUV,1.6T,手自一体
Polo,大众,,9.99,12.39,,https://www.autohome.com.cn/145/#pvareaid=6834146,,4.55,小型车,两厢,1.5L,手自一体 手动
桑塔纳,大众,,8.69,11.59,,https://www.autohome.com.cn/2922/#pvareaid=6834146,,4.40,紧凑型车,两厢 三厢,1.5L,手动 自动
朗逸,大众,,9.99,16.19,,https://www.autohome.com.cn/614/#pvareaid=6834146,,4.55,紧凑型车,两厢 三厢,1.2T 1.4T 1.5L,干式双离合 手动 手自一体
朗逸纯电,大众,,14.89,14.89,,https://www.autohome.com.cn/5190/#pvareaid=6834146,,4.55,紧凑型车,,136马力,
凌渡,大众,,14.99,18.69,,https://www.autohome.com.cn/3457/#pvareaid=6834146,,4.56,紧凑型车,三厢,1.4T,干式双离合
帕萨特,大众,,18.59,28.29,,https://www.autohome.com.cn/528/#pvareaid=6834146,,4.56,中型车,三厢,1.4T 2.0T,干式双离合 湿式双离合
帕萨特新能源,大众,,24.39,25.39,,https://www.autohome.com.cn/4904/#pvareaid=6834146,,4.46,中型车,,1.4T,
辉昂,大众,,34.00,44.60,,https://www.autohome.com.cn/4045/#pvareaid=6834146,,4.61,中大型车,三厢,2.0T,湿式双离合
途铠,大众,,11.49,15.99,,https://www.autohome.com.cn/4993/#pvareaid=6834146,,4.57,小型SUV,SUV,1.4T 1.5L,干式双离合 手自一体 手动
ID.4 X,大众,,19.9888,27.2888,,https://www.autohome.com.cn/5511/#pvareaid=6834146,,4.39,紧凑型SUV,,170-313马力,
途岳,大众,,16.58,22.38,,https://www.autohome.com.cn/4745/#pvareaid=6834146,,4.50,紧凑型SUV,SUV,1.4T 2.0T,干式双离合 湿式双离合
途岳新能源,大众,,19.48,19.48,,https://www.autohome.com.cn/5558/#pvareaid=6834146,,4.75,紧凑型SUV,,136马力,
途观L,大众,,21.58,28.58,,https://www.autohome.com.cn/4274/#pvareaid=6834146,,4.49,中型SUV,SUV,1.4T 2.0T,湿式双离合
途观L新能源,大众,,26.58,27.58,,https://www.autohome.com.cn/4746/#pvareaid=6834146,,4.54,中型SUV,,1.4T,
途观X,大众,,24.59,30.59,,https://www.autohome.com.cn/5826/#pvareaid=6834146,,4.57,中型SUV,SUV跨界车,2.0T,湿式双离合
ID.6 X,大众,,23.9888,33.5888,,https://www.autohome.com.cn/6035/#pvareaid=6834146,,4.72,中大型SUV,,180-313马力,
途昂,大众,,29.20,37.20,,https://www.autohome.com.cn/4232/#pvareaid=6834146,,4.52,中大型SUV,SUV,2.0T,湿式双离合
途昂X,大众,,28.20,36.20,,https://www.autohome.com.cn/5239/#pvareaid=6834146,,4.52,中大型SUV,SUV跨界车,2.0T,湿式双离合
途安,大众,,15.18,19.48,,https://www.autohome.com.cn/333/#pvareaid=6834146,,4.61,紧凑型MPV,MPV,1.4T,干式双离合
威然,大众,,28.68,39.98,,https://www.autohome.com.cn/5445/#pvareaid=6834146,,4.56,中大型MPV,MPV,2.0T,湿式双离合
宝来,大众,,9.88,15.70,,https://www.autohome.com.cn/633/#pvareaid=6834146,,4.51,紧凑型车,三厢,1.2T 1.4T 1.5L,干式双离合 手自一体 手动
高尔夫,大众,,12.98,16.58,,https://www.autohome.com.cn/871/#pvareaid=6834146,,4.40,紧凑型车,两厢,1.2T 1.4T,干式双离合
速腾,大众,,13.59,16.59,,https://www.autohome.com.cn/442/#pvareaid=6834146,,3.25,紧凑型车,三厢,1.2T 1.4T,干式双离合 手动
C-TREK蔚领,大众,,12.59,14.97,,https://www.autohome.com.cn/4204/#pvareaid=6834146,,4.00,紧凑型车,旅行版,1.5L,手自一体
宝来・纯电,大众,,14.08,15.08,,https://www.autohome.com.cn/5094/#pvareaid=6834146,,4.75,紧凑型车,,136马力,
高尔夫・纯电,大众,,14.77,16.88,,https://www.autohome.com.cn/5040/#pvareaid=6834146,,4.88,紧凑型车,,136马力,
高尔夫・嘉旅,大众,,14.40,19.28,,https://www.autohome.com.cn/3964/#pvareaid=6834146,,4.34,紧凑型车,两厢,1.2T 1.4T,干式双离合
迈腾,大众,,18.69,30.99,,https://www.autohome.com.cn/496/#pvareaid=6834146,,4.42,中型车,三厢,1.4T 2.0T,干式双离合 湿式双离合
迈腾GTE插电混动,大众,,25.39,26.89,,https://www.autohome.com.cn/5062/#pvareaid=6834146,,4.60,中型车,,1.4T,
一汽-大众CC,大众,,24.99,29.99,,https://www.autohome.com.cn/905/#pvareaid=6834146,,4.47,中型车,掀背 旅行跨界车,2.0T,湿式双离合
探影,大众,,11.59,16.09,,https://www.autohome.com.cn/5394/#pvareaid=6834146,,3.84,小型SUV,SUV,1.2T 1.4T 1.5L,干式双离合 手自一体 手动
ID.4 CROZZ,大众,,19.99,27.99,,https://www.autohome.com.cn/5785/#pvareaid=6834146,,4.31,紧凑型SUV,,170-306马力,
T-ROC探歌,大众,,15.89,20.49,,https://www.autohome.com.cn/4674/#pvareaid=6834146,,4.41,紧凑型SUV,SUV,1.4T,干式双离合 湿式双离合
探岳,大众,,18.69,26.49,,https://www.autohome.com.cn/4744/#pvareaid=6834146,,4.38,中型SUV,SUV,1.4T 2.0T,湿式双离合
探岳GTE插电混动,大众,,24.98,25.98,,https://www.autohome.com.cn/5061/#pvareaid=6834146,,4.58,中型SUV,,1.4T,
途锐,大众,,59.18,82.18,,https://www.autohome.com.cn/82/#pvareaid=6834146,,4.43,中大型SUV,SUV,2.0T 3.0T,手自一体
途锐新能源,大众,,67.98,67.98,,https://www.autohome.com.cn/5063/#pvareaid=6834146,,4.63,中大型SUV,,2.0T,
俊风ER30,东风,,14.98,14.98,,https://www.autohome.com.cn/4858/#pvareaid=6834146,,,小型车,,82马力,
俊风E11K,东风,,23.38,23.38,,https://www.autohome.com.cn/4740/#pvareaid=6834146,,,紧凑型车,,136马力,
猛士M50,东风,,66.88,66.88,,https://www.autohome.com.cn/6290/#pvareaid=6834146,,,皮卡,,4.0T,
御风P16,东风,,8.48,15.18,,https://www.autohome.com.cn/4486/#pvareaid=6834146,,4.39,皮卡,皮卡,1.9T 2.4L 2.4T,手动 自动
帕拉索,东风,,12.98,19.28,,https://www.autohome.com.cn/5879/#pvareaid=6834146,,,中大型SUV,SUV,1.8T,手动
锐骐,东风,,7.78,12.78,,https://www.autohome.com.cn/2510/#pvareaid=6834146,,4.53,皮卡,皮卡,2.4L 2.4T 2.5T,手动
锐骐6,东风,,8.98,17.98,,https://www.autohome.com.cn/4888/#pvareaid=6834146,,4.49,皮卡,皮卡,2.3T 2.4L 2.5T,自动 手动
锐骐6新能源,东风,,29.98,29.98,,https://www.autohome.com.cn/5312/#pvareaid=6834146,,,皮卡,,163马力,
锐骐新能源,东风,,26.98,26.98,,https://www.autohome.com.cn/5368/#pvareaid=6834146,,,皮卡,,116马力,
东风・瑞泰特EM10,东风・瑞泰特,,7.98,7.98,,https://www.autohome.com.cn/4915/#pvareaid=6834146,,4.38,轻客,,61马力,
东风・瑞泰特EM30,东风・瑞泰特,,25.98,25.98,,https://www.autohome.com.cn/4755/#pvareaid=6834146,,,轻客,,136马力,
风光E1,东风风光,,6.18,7.38,,https://www.autohome.com.cn/5497/#pvareaid=6834146,,,小型SUV,,45马力,
风光500,东风风光,,5.48,7.48,,https://www.autohome.com.cn/5871/#pvareaid=6834146,,4.54,紧凑型SUV,SUV,1.5L,手动 无级
风光E3,东风风光,,12.98,15.98,,https://www.autohome.com.cn/5257/#pvareaid=6834146,,4.50,紧凑型SUV,,163马力,
风光S560,东风风光,,6.59,7.99,,https://www.autohome.com.cn/4468/#pvareaid=6834146,,4.54,紧凑型SUV,SUV,1.5T 1.8L 2.0L,手动 无级
风光580,东风风光,,7.99,11.59,,https://www.autohome.com.cn/4023/#pvareaid=6834146,,4.53,中型SUV,SUV,1.5T 1.8L,无级 手动
风光580Pro,东风风光,,9.29,12.09,,https://www.autohome.com.cn/5384/#pvareaid=6834146,,4.53,中型SUV,SUV,1.5T,手动 无级
风光ix5,东风风光,,9.98,13.98,,https://www.autohome.com.cn/4759/#pvareaid=6834146,,4.57,中型SUV,SUV,1.5T,无级 手动
风光ix7,东风风光,,12.59,21.59,,https://www.autohome.com.cn/5070/#pvareaid=6834146,,4.54,中型SUV,SUV,2.0T,手自一体
风光330,东风风光,,4.49,5.19,,https://www.autohome.com.cn/3829/#pvareaid=6834146,,4.13,微面,客车 货车,1.5L,手动
东风风神E70,东风风神,,13.58,15.98,,https://www.autohome.com.cn/4421/#pvareaid=6834146,,,紧凑型车,,150-163马力,
奕炫,东风风神,,6.99,9.89,,https://www.autohome.com.cn/5103/#pvareaid=6834146,,4.54,紧凑型车,三厢,1.0T 1.5T,湿式双离合 手动
奕炫EV,东风风神,,14.98,15.98,,https://www.autohome.com.cn/5446/#pvareaid=6834146,,,紧凑型车,,163马力,
东风风神AX4,东风风神,,7.59,9.39,,https://www.autohome.com.cn/4383/#pvareaid=6834146,,,小型SUV,SUV,1.0T,湿式双离合 手动
东风风神AX7,东风风神,,8.98,14.39,,https://www.autohome.com.cn/3341/#pvareaid=6834146,,4.58,紧凑型SUV,SUV,1.5T 1.6T,手动 手自一体 自动
奕炫GS,东风风神,,7.49,10.89,,https://www.autohome.com.cn/5696/#pvareaid=6834146,,4.52,紧凑型SUV,SUV,1.0T 1.5T,手动 湿式双离合
风行S50EV,东风风行,,13.09,18.09,,https://www.autohome.com.cn/4614/#pvareaid=6834146,,,紧凑型车,,163马力,
景逸S50,东风风行,,6.99,9.69,,https://www.autohome.com.cn/3301/#pvareaid=6834146,,,紧凑型车,三厢,1.6L,无级 手动
风行SX6,东风风行,,5.99,7.59,,https://www.autohome.com.cn/3970/#pvareaid=6834146,,4.86,紧凑型SUV,SUV,1.6L,手动
风行T5,东风风行,,6.99,12.99,,https://www.autohome.com.cn/4767/#pvareaid=6834146,,4.54,紧凑型SUV,SUV,1.5T 1.6L,手动 手自一体
风行T5 EVO,东风风行,,10.39,13.69,,https://www.autohome.com.cn/5835/#pvareaid=6834146,,4.59,紧凑型SUV,SUV,1.5T,湿式双离合
风行T5L,东风风行,,8.99,13.99,,https://www.autohome.com.cn/4921/#pvareaid=6834146,,4.74,中型SUV,SUV,1.5T 1.8T,手动 手自一体
菱智,东风风行,,5.99,9.99,,https://www.autohome.com.cn/2540/#pvareaid=6834146,,4.40,中型MPV,MPV,1.6L 2.0L,手动
菱智M5EV,东风风行,,15.79,20.69,,https://www.autohome.com.cn/4418/#pvareaid=6834146,,4.86,中型MPV,,122马力,
风行M7,东风风行,,12.69,15.99,,https://www.autohome.com.cn/4805/#pvareaid=6834146,,,中大型MPV,MPV,1.8T,手动
菱智PLUS,东风风行,,9.99,13.19,,https://www.autohome.com.cn/5950/#pvareaid=6834146,,4.48,中大型MPV,MPV,2.0L,手动
东风小康C35,东风小康,,5.08,5.38,,https://www.autohome.com.cn/3036/#pvareaid=6834146,,3.75,微面,货车,1.5L,手动
东风小康C36,东风小康,,4.98,5.28,,https://www.autohome.com.cn/3502/#pvareaid=6834146,,4.69,微面,客车,1.5L,手动
东风小康C37,东风小康,,5.49,5.89,,https://www.autohome.com.cn/2865/#pvareaid=6834146,,,微面,客车,1.5L,手动
东风小康C56,东风小康,,5.58,5.98,,https://www.autohome.com.cn/5862/#pvareaid=6834146,,4.56,微面,客车,1.5L,手动
东风小康EC36,东风小康,,10.79,10.79,,https://www.autohome.com.cn/4461/#pvareaid=6834146,,,微面,,82马力,
东风小康K05S,东风小康,,3.09,3.59,,https://www.autohome.com.cn/4299/#pvareaid=6834146,,3.69,微面,货车,1.0L 1.2L,手动
东风小康K07S,东风小康,,2.89,3.59,,https://www.autohome.com.cn/3697/#pvareaid=6834146,,4.29,微面,客车,1.0L 1.2L,手动
东风小康C31,东风小康,,3.69,4.89,,https://www.autohome.com.cn/3698/#pvareaid=6834146,,4.65,微卡,货车,1.2L 1.5L 1.6L,手动
东风小康C32,东风小康,,3.99,5.19,,https://www.autohome.com.cn/3699/#pvareaid=6834146,,4.55,微卡,货车,1.2L 1.5L 1.6L,手动
东风小康C51,东风小康,,4.69,5.09,,https://www.autohome.com.cn/5581/#pvareaid=6834146,,4.52,微卡,货车,1.5L 1.6L,手动
东风小康C52,东风小康,,4.99,5.39,,https://www.autohome.com.cn/5582/#pvareaid=6834146,,4.79,微卡,货车,1.5L 1.6L,手动
东风小康C71,东风小康,,4.68,6.18,,https://www.autohome.com.cn/6179/#pvareaid=6834146,,4.88,微卡,货车,1.6L 2.0L,手动
东风小康C72,东风小康,,5.48,6.48,,https://www.autohome.com.cn/6180/#pvareaid=6834146,,4.88,微卡,货车,1.6L 2.0L,手动
东风小康D51,东风小康,,4.39,5.39,,https://www.autohome.com.cn/5034/#pvareaid=6834146,,4.52,微卡,货车,1.2L 1.5L,手动
东风小康D52,东风小康,,4.69,5.69,,https://www.autohome.com.cn/5067/#pvareaid=6834146,,4.47,微卡,货车,1.2L 1.5L,手动
东风小康K01,东风小康,,2.69,3.49,,https://www.autohome.com.cn/2452/#pvareaid=6834146,,4.04,微卡,货车,1.0L 1.2L,手动
东风小康K02,东风小康,,3.29,3.79,,https://www.autohome.com.cn/2497/#pvareaid=6834146,,,微卡,货车,1.0L 1.2L,手动
东南A5翼舞,东南,,5.29,7.89,,https://www.autohome.com.cn/4901/#pvareaid=6834146,,,紧凑型车,三厢,1.5L,手动 无级
东南DX3,东南,,6.19,8.99,,https://www.autohome.com.cn/4086/#pvareaid=6834146,,4.44,小型SUV,SUV,1.5L 1.5T,无级 手动
东南DX3新能源,东南,,17.15,19.15,,https://www.autohome.com.cn/4632/#pvareaid=6834146,,4.88,小型SUV,,122马力,
东南DX5,东南,,6.99,9.99,,https://www.autohome.com.cn/5308/#pvareaid=6834146,,4.88,小型SUV,SUV,1.5L 1.5T,无级 手动
东南DX7,东南,,9.99,13.99,,https://www.autohome.com.cn/3634/#pvareaid=6834146,,4.56,紧凑型SUV,SUV,1.5T,湿式双离合 手动 手自一体
Portofino,法拉利,,263.80,263.80,,https://www.autohome.com.cn/4524/#pvareaid=6834146,,,跑车,硬顶敞篷车,3.9T,湿式双离合
Roma,法拉利,,238.00,238.00,,https://www.autohome.com.cn/5517/#pvareaid=6834146,,,跑车,硬顶跑车,3.9T,湿式双离合
SF90,法拉利,,488.80,499.80,,https://www.autohome.com.cn/5324/#pvareaid=6834146,,,跑车,,3.9T,
法拉利812,法拉利,,485.90,530.00,,https://www.autohome.com.cn/4314/#pvareaid=6834146,,,跑车,硬顶敞篷车 硬顶跑车,6.5L,湿式双离合
法拉利F8,法拉利,,298.80,341.80,,https://www.autohome.com.cn/5141/#pvareaid=6834146,,4.88,跑车,硬顶敞篷车 硬顶跑车,3.9T,湿式双离合
法拉利488,法拉利,,408.00,449.90,,https://www.autohome.com.cn/3720/#pvareaid=6834146,,,跑车,硬顶敞篷车 硬顶跑车,3.9T,湿式双离合
YARiS L 致享,丰田,,8.78,10.58,,https://www.autohome.com.cn/4259/#pvareaid=6834146,,4.56,小型车,三厢,1.5L,无级
YARiS L 致炫,丰田,,8.58,10.38,,https://www.autohome.com.cn/3126/#pvareaid=6834146,,4.55,小型车,两厢 两厢跨界车,1.5L,无级
雷凌,丰田,,11.38,15.28,,https://www.autohome.com.cn/3462/#pvareaid=6834146,,4.53,紧凑型车,三厢,1.2T 1.5L 1.8L,无级
雷凌双擎E+,丰田,,20.38,21.88,,https://www.autohome.com.cn/4837/#pvareaid=6834146,,4.57,紧凑型车,,1.8L,
凌尚,丰田,,14.88,15.88,,https://www.autohome.com.cn/5963/#pvareaid=6834146,,,紧凑型车,三厢,2.0L,无级
