name,brand,picture,min_price,max_price,dong_url,jia_url,dong_score,jia_score,size,type,engine,gearbox
沃兰多,雪佛兰,,13.69,15.99,,https://www.autohome.com.cn/4882/#pvareaid=6834146,,4.44,紧凑型车,两厢,1.3T,手自一体
迈锐宝XL,雪佛兰,,16.49,21.99,,https://www.autohome.com.cn/4031/#pvareaid=6834146,,4.54,中型车,三厢,1.5T 2.0T,手自一体
创酷,雪佛兰,,9.99,13.99,,https://www.autohome.com.cn/3335/#pvareaid=6834146,,4.59,小型SUV,SUV,1.0T 1.3T,无级 手动 手自一体
创界,雪佛兰,,13.99,17.99,,https://www.autohome.com.cn/5199/#pvareaid=6834146,,4.58,紧凑型SUV,SUV,1.3T,手自一体 无级
探界者,雪佛兰,,16.99,23.99,,https://www.autohome.com.cn/4235/#pvareaid=6834146,,4.55,中型SUV,SUV,1.5T 2.0T,手自一体
开拓者,雪佛兰,,22.99,32.99,,https://www.autohome.com.cn/5476/#pvareaid=6834146,,4.56,中大型SUV,SUV,2.0T,手自一体
雪铁龙C3L,雪铁龙,,8.49,10.59,,https://www.autohome.com.cn/5553/#pvareaid=6834146,,,紧凑型车,三厢,1.2T,湿式双离合 手动
雪铁龙C6,雪铁龙,,18.99,27.59,,https://www.autohome.com.cn/4043/#pvareaid=6834146,,4.57,中型车,三厢,1.6T 1.8T,手自一体
雪铁龙C3-XR,雪铁龙,,10.89,11.89,,https://www.autohome.com.cn/3429/#pvareaid=6834146,,4.52,小型SUV,SUV,1.2T,湿式双离合
云逸 C4 AIRCROSS,雪铁龙,,12.68,13.68,,https://www.autohome.com.cn/4685/#pvareaid=6834146,,4.75,小型SUV,SUV,1.2T,湿式双离合
天逸 C5 AIRCROSS,雪铁龙,,15.97,22.97,,https://www.autohome.com.cn/4370/#pvareaid=6834146,,4.55,紧凑型SUV,SUV,1.6T 1.8T,手自一体
天逸 C5 AIRCROSS新能源,雪铁龙,,23.47,26.47,,https://www.autohome.com.cn/5731/#pvareaid=6834146,,4.45,紧凑型SUV,,1.6T,
博骏,野马汽车,,4.99,12.99,,https://www.autohome.com.cn/4434/#pvareaid=6834146,,4.37,小型SUV,SUV,1.5L 1.5T,手动 无级
斯派卡,野马汽车,,4.99,7.99,,https://www.autohome.com.cn/4425/#pvareaid=6834146,,4.53,紧凑型MPV,MPV,1.5L,无级 手动
斯派卡新能源,野马汽车,,14.99,16.99,,https://www.autohome.com.cn/5644/#pvareaid=6834146,,,紧凑型MPV,,95马力,
一汽蓝舰H6,一汽,,9.68,12.98,,https://www.autohome.com.cn/4855/#pvareaid=6834146,,,皮卡,皮卡,2.5T,手动
森雅R8,一汽,,7.49,8.99,,https://www.autohome.com.cn/5195/#pvareaid=6834146,,,小型SUV,SUV,1.6L,手动 手自一体
佳宝V80新能源,一汽,,11.98,13.68,,https://www.autohome.com.cn/5051/#pvareaid=6834146,,,微面,,75-82马力,
依维柯Ouba,依维柯,,28.15,36.09,,https://www.autohome.com.cn/4266/#pvareaid=6834146,,,轻客,客车 皮卡,2.8T,手动
依维柯褒迪新能源,依维柯,,28.86,30.69,,https://www.autohome.com.cn/5057/#pvareaid=6834146,,,轻客,,136马力,
依维柯得意,依维柯,,12.44,17.00,,https://www.autohome.com.cn/2532/#pvareaid=6834146,,4.33,轻客,客车 货车,2.5T 2.8T,手动
依维柯欧胜,依维柯,,15.39,32.59,,https://www.autohome.com.cn/4580/#pvareaid=6834146,,4.37,轻客,客车 货车,3.0T,自动 手动
英菲尼迪Q50L,英菲尼迪,,26.48,38.98,,https://www.autohome.com.cn/3553/#pvareaid=6834146,,4.50,中型车,三厢,2.0T,手自一体
英菲尼迪QX50,英菲尼迪,,33.38,46.98,,https://www.autohome.com.cn/3591/#pvareaid=6834146,,4.55,中型SUV,SUV,2.0T,无级
英菲尼迪Q70,英菲尼迪,,38.18,43.98,,https://www.autohome.com.cn/3097/#pvareaid=6834146,,4.46,中大型车,三厢,2.0T,手自一体
英菲尼迪QX60,英菲尼迪,,47.98,56.98,,https://www.autohome.com.cn/3043/#pvareaid=6834146,,4.56,中大型SUV,SUV,2.5T,无级
英菲尼迪Q60,英菲尼迪,,35.88,37.78,,https://www.autohome.com.cn/3201/#pvareaid=6834146,,4.26,跑车,硬顶跑车,2.0T,手自一体
宇通T7,宇通客车,,38.80,78.80,,https://www.autohome.com.cn/4484/#pvareaid=6834146,,,轻客,客车,2.8T 3.5T,手动 自动
宇通T7新能源,宇通客车,,88.00,116.00,,https://www.autohome.com.cn/5790/#pvareaid=6834146,,,轻客,,326马力,
驭胜S350,驭胜,,15.98,20.18,,https://www.autohome.com.cn/2228/#pvareaid=6834146,,4.48,中型SUV,SUV,2.0T,手自一体 手动
中华V3,中华,,5.99,7.49,,https://www.autohome.com.cn/3530/#pvareaid=6834146,,4.50,小型SUV,SUV,1.6L,手动
中华V7,中华,,10.87,15.99,,https://www.autohome.com.cn/4503/#pvareaid=6834146,,4.59,中型SUV,SUV,1.6T 1.8T,湿式双离合 手动
领主,中兴,,8.38,19.88,,https://www.autohome.com.cn/4178/#pvareaid=6834146,,4.58,皮卡,皮卡,2.4L 2.4T 2.5T,自动 手动
威虎,中兴,,6.98,10.08,,https://www.autohome.com.cn/2519/#pvareaid=6834146,,4.62,皮卡,皮卡,1.5T 2.4L 2.5T,手动
小老虎,中兴,,5.98,6.43,,https://www.autohome.com.cn/3881/#pvareaid=6834146,,4.45,皮卡,皮卡,1.5T,手动
